license_title,maintainer,private,maintainer_email,id,metadata_created,relationships,license,metadata_modified,author,author_email,state,version,license_id,type,tags,tracking_summary - total,tracking_summary - recent,groups,organization,name,isopen,notes_rendered,url,ckan_url,notes,owner_org,ratings_average,extras - Data Dictionary,extras - Unit of Analysis,extras - hd2-workflow-id,extras - Agency,extras - Coverage Period Fiscal Year Start,extras - Geographic Granularity,extras - Coverage Period Fiscal Year End,extras - Technical Documentation,extras - Agency Program URL,extras - Date Released,extras - author_id,extras - Subject Area 1,ratings_count,title,revision_id,resources_0_url,resources_0_name,resources_1_url,resources_1_name,resources_2_url,resources_2_name,extras - Coverage Period Start,extras - Coverage Period End,extras - Migration Notes JSON,extras - Geographic Scope,extras - Collection Frequency,extras - Date Updated,extras - License Agreement,extras - License Agreement Required,extras - Subject Area 2,extras - Group Name,extras - Subject Area 3,extras - Collection Instrument
License Not Specified,,false,,05b7319c-20a1-43f5-a01a-3847933d4ccf,2012-05-30T22:10:52.838724,"",License Not Specified,2012-05-30T22:10:52.838724,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, dialysis, esrd, hcris, reimbursement, renal",0,0,"",,renal-dialysis-facility-medicare-cost-report-data-2001,false,"<p>A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/renal-dialysis-facility-medicare-cost-report-data-2001,A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.,,,"",Renal Dialysis Facility,373,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/04_RenalFacility.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Renal Dialysis Facility Medicare Cost Report Data - FY 2001,19d81ed4-ecc8-4cd6-9120-38c0d085d5ef,http://www.cms.hhs.gov/CostReports/downloads/RENALFY2001.zip,CSV,"","","","",2001-01-01,2001-12-31,"{""Coverage Period Start"": ""2001"", ""Coverage Period End"": ""2001"", ""datadotgovid1"": ""782"", ""datadotgovid2"": ""6ya8-23y4"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Renal Dialysis Facility Medicare Cost Report Data,"",""
License Not Specified,,false,,0660d0f4-b600-4d1e-a0be-228fc2857a12,2012-05-30T22:14:49.688588,"",License Not Specified,2012-05-30T22:14:49.688588,Health Resources and Services Administration,,active,,notspecified,dataset,"area resource file, community health, number hospitals, number of elderly",0,0,"",,health-resources-county-comparison,false,"<p>The Health Resources County Comparison Tool allows the public, local health planners, and researchers to compare health status indicators and health care resources in their county to peer counties in the nation.  Peer counties are those that are similar in population size, density, age distribution, and poverty level.
</p>",http://arf.hrsa.gov/,http://hub.healthdata.gov/dataset/health-resources-county-comparison,"The Health Resources County Comparison Tool allows the public, local health planners, and researchers to compare health status indicators and health care resources in their county to peer counties in the nation.  Peer counties are those that are similar in population size, density, age distribution, and poverty level.",,,"",county,637,Department of Health & Human Services,"",County,"",http://arf.hrsa.gov/arfwebtool/HRCCTDataSources.pdf,http://bhpr.hrsa.gov/healthworkforce/default.htm,2010-02-01,http://healthdata.gov/id/agency/hrsa,Quality Measurement,0,Health Resources County Comparison Tool,407b4eb4-37c8-41c6-80e2-8b17350b944f,http://www.arf.hrsa.gov/,Query Tool,"","","","","","","{""datadotgovid1"": ""4749"", ""Coverage Period Start"": ""2007 for data on health care resources"", ""datadotgovid2"": ""662w-auwi"", ""Frequency"": ""planned for annual update"", ""Coverage Period End"": ""2007 for data on health care resources""}",United State counties,"",2010-02-01,"","","","","",""
License Not Specified,,false,,067da109-762f-4417-acea-521f227aea42,2012-05-30T22:08:43.638564,"",License Not Specified,2012-05-30T22:08:43.638564,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, days, hcris, hha, medicare charges, medicare costs, rates, reimbursement, visits",0,0,"",,home-health-agency-medicare-cost-report-data,false,"<p>A collection of HHA Medicare cost report data from the CMS Form 1728-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/home-health-agency-medicare-cost-report-data,A collection of HHA Medicare cost report data from the CMS Form 1728-94.,,,"",HHA,235,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/06_HomeHealthAgency.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Home Health Agency (HHA) Medicare Cost Report Data - FY 2004,f5dcde23-36f9-4d55-88e1-a446c2271e01,http://www.cms.hhs.gov/CostReports/downloads/HHAFY2004.zip,CSV,"","","","",2004-01-01,2004-12-31,"{""Coverage Period Start"": ""2004"", ""Coverage Period End"": ""2004"", ""datadotgovid1"": ""769"", ""datadotgovid2"": ""525p-vcn9"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Home Health Agency (HHA) Medicare Cost Report Data,"",""
License Not Specified,,false,,088c4f1b-b266-40e8-a12b-cda2b97670eb,2012-05-30T22:10:51.069575,"",License Not Specified,2012-05-30T22:10:51.069575,Department of Health & Human Services,,active,,notspecified,dataset,"appeals, claims, community health, medicare, omha, region, state",0,0,"",,omha-appeals-listed-state,false,"<p>Total count of appeals received by Region, State and fiscal year.
</p>",http://www.hhs.gov,http://hub.healthdata.gov/dataset/omha-appeals-listed-state,"Total count of appeals received by Region, State and fiscal year.",,,"",Appeals,371,Department of Health & Human Services,"","","","",http://www.hhs.gov/omha,2010-01-21,http://healthdata.gov/id/agency/hhs,Administrative,0,OMHA Appeals Listed By State,a600bf88-b0f2-4b2a-bbf8-1cb31f76c0b4,http://www.hhs.gov/omha/resources/appealslistbystate.xls,XLS,http://www.data.gov/semantic/data/alpha/1590/dataset-1590.rdf.gz,RDF,"","","",2010-01-07,"{""datadotgovid1"": ""1590"", ""Coverage Period Start"": ""Cumulative Data, 10/01/05"", ""datadotgovid2"": ""ny9v-pwp7""}",United States,Monthly,2010-01-07,"","","","","",""
License Not Specified,,false,,08d04cd3-0795-4767-9178-dcef60c24db8,2012-11-11T02:36:56.177183,"",License Not Specified,2013-03-25T13:57:03.619088,Agency for Healthcare Research and Quality,,active,,notspecified,dataset,"claims, diagnoses, hcup, health care, health statistics, hospital, inpatient, neonatal, pediatric, procedures, utilization",0,0,6f63f5f4-fae0-4d70-b480-3115ba55e774,,hcup-kids-inpatient-database,false,"<p>The KID was specifically designed to permit researchers to study a broad range of conditions and procedures related to child health issues. Researchers and policymakers can use the KID to identify, track, and analyze national trends in health care utilization, access, charges, quality, and outcomes. 
</p>
<p>The KID is the only hospital administrative dataset designed specifically to assess use of hospital services by newborns, children, and adolescents. The KID enables studies of specific conditions, procedures, and subpopulations that often cannot be assessed with other databases because children account for a relatively small proportion of hospital stays. 
</p>
<p>Using the KID, it is possible to study varied topics including the incidence of uncommon conditions such as congenital anomalies, the economic burden associated with specific procedures or conditions such as adolescent pregnancy, and the pediatric conditions most often associated with particular outcomes such as death in the hospital.
</p>
<p>The KID is the only all-payer inpatient care database for children in the United States.  It is a sample of pediatric discharges from 2,500-4,000 U.S. hospitals yielding approximately two to three million unweighted hospital discharges for children per year.  About 10 percent of normal newborns and 80 percent of other neonatal and pediatric stays are selected from each hospital that is sampled.<br />

</p>
<p>The KID contains clinical and resource use information included in a typical discharge abstract, with safeguards to protect the privacy of individual patients, physicians, and hospitals (as required by data sources).  It includes charge information on all patients, regardless of payer, including children covered by Medicaid, private insurance, and the uninsured. It is created every three years beginning in 1997.
</p>",http://www.hcup-us.ahrq.gov/kidoverview.jsp,http://hub.healthdata.gov/dataset/hcup-kids-inpatient-database,"The KID was specifically designed to permit researchers to study a broad range of conditions and procedures related to child health issues. Researchers and policymakers can use the KID to identify, track, and analyze national trends in health care utilization, access, charges, quality, and outcomes. 

The KID is the only hospital administrative dataset designed specifically to assess use of hospital services by newborns, children, and adolescents. The KID enables studies of specific conditions, procedures, and subpopulations that often cannot be assessed with other databases because children account for a relatively small proportion of hospital stays. 

Using the KID, it is possible to study varied topics including the incidence of uncommon conditions such as congenital anomalies, the economic burden associated with specific procedures or conditions such as adolescent pregnancy, and the pediatric conditions most often associated with particular outcomes such as death in the hospital.

The KID is the only all-payer inpatient care database for children in the United States.  It is a sample of pediatric discharges from 2,500-4,000 U.S. hospitals yielding approximately two to three million unweighted hospital discharges for children per year.  About 10 percent of normal newborns and 80 percent of other neonatal and pediatric stays are selected from each hospital that is sampled.  

The KID contains clinical and resource use information included in a typical discharge abstract, with safeguards to protect the privacy of individual patients, physicians, and hospitals (as required by data sources).  It includes charge information on all patients, regardless of payer, including children covered by Medicaid, private insurance, and the uninsured. It is created every three years beginning in 1997.
",,,http://www.hcup-us.ahrq.gov/db/nation/kid/kiddde.jsp,neonatal or pediatric hospital discharge,23876,Department of Health & Human Services,"",Sub-National Region,"",http://www.hcup-us.ahrq.gov/db/nation/kid/kiddbdocumentation.jsp,http://www.hcup-us.ahrq.gov/,2001-01-28 00:00:00,http://healthdata.gov/id/agency/ahrq,Health Care Cost,0,HCUP Kids' Inpatient Database (KID),49bcbc62-edb4-41f2-9466-b35d13035948,"","","","","","",1997-01-01 00:00:00,2009-12-31 00:00:00,"","National, regional",Annually,2013-03-14 00:00:00,http://www.hcup-us.ahrq.gov/tech_assist/centdist.jsp,1,Health Care Providers,Healthcare Cost and Utilization Project,"",""
License Not Specified,,false,,08d78f4d-40c0-4691-948c-a4f17df65e59,2012-05-30T22:10:08.753533,"",License Not Specified,2012-05-30T22:10:08.753533,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, dialysis, esrd, hcris, reimbursement, renal",0,0,"",,renal-dialysis-facility-medicare-cost-report-data,false,"<p>A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/renal-dialysis-facility-medicare-cost-report-data,A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.,,,"",Renal Dialysis Facility,335,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/04_RenalFacility.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Renal Dialysis Facility Medicare Cost Report Data - FY 1997,aed885da-5dba-4790-878a-397ec561f10e,http://www.cms.hhs.gov/CostReports/downloads/RENALFY1997.zip,CSV,"","","","",1997-01-01,1997-12-31,"{""Coverage Period Start"": ""1997"", ""Coverage Period End"": ""1997"", ""datadotgovid1"": ""778"", ""datadotgovid2"": ""cwir-fbfm"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Renal Dialysis Facility Medicare Cost Report Data,"",""
License Not Specified,,false,,0916e72f-1803-41aa-bb85-4e99ef56e68c,2012-08-22T15:47:29.300286,"",License Not Specified,2012-08-22T15:47:29.300286,National Institutes of Health,,active,,notspecified,dataset,"",0,0,"",,aids-info,false,"<p>Aids Info
</p>",http://aidsinfo.nih.gov/api,http://hub.healthdata.gov/dataset/aids-info,Aids Info,,,"","",23635,Department of Health & Human Services,"","","","",http://aidsinfo.nih.gov/api,2012-08-22 00:00:00,http://healthdata.gov/id/agency/nih,Epidemiology,0,AIDS Info,3032ba25-1681-4f39-af2c-403b4ff319c3,http://aidsinfo.nih.gov/api,API,"","","","","","","","","",2012-08-22 00:00:00,"","","","","",""
License Not Specified,,false,,097d3230-b93a-41e8-ad91-4a5628264323,2013-01-18T15:39:40.382136,"",License Not Specified,2013-01-18T15:39:40.382136,Administration for Children and Families,,active,,notspecified,dataset,adoption and foster care,0,0,1b06ea46-d1da-429d-b130-84bc91698d23,,afcars-reports,false,"<p>This series of on-line reports is based on the Adoption and Foster Care Analysis and Reporting System, and contain national data from FY 2003 through the most recent year available.  Information is provided on the national numbers of chldren in foster care, children who left foster care and the reasons for exit, including adoption.  Information on children waiting for adoption is also included.  Demographic data are provided, including race/ethnicity and age. 
</p>",http://www.acf.hhs.gov/programs/cb/research-data-technology/statistics-research/afcars,http://hub.healthdata.gov/dataset/afcars-reports,"This series of on-line reports is based on the Adoption and Foster Care Analysis and Reporting System, and contain national data from FY 2003 through the most recent year available.  Information is provided on the national numbers of chldren in foster care, children who left foster care and the reasons for exit, including adoption.  Information on children waiting for adoption is also included.  Demographic data are provided, including race/ethnicity and age. ",,,"",state,23796,Department of Health & Human Services,"","","","",http://www.acf.hhs.gov/programs/cb,"",http://healthdata.gov/id/agency/acf,Children's Health,0,The AFCARS Reports,976d62c7-f448-4643-9cda-c666689ca7c8,"","","","","","","","","",National,Annually,"","","",Population Statistics,"",Safety,""
License Not Specified,,false,,09bda462-ef6b-43ee-955f-b3e40d288eec,2012-05-30T22:09:30.489457,"",License Not Specified,2012-05-30T22:09:30.489457,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"balance sheet, beds, community health, days, discharges, dsh, financial statement, gme, hcris, hospital, ime, income statement, medicare charges, medicare costs, rates, reimbursement, wage index",0,0,"",,hospital-medicare-cost-report-data-fy1995,false,"<p>A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/hospital-medicare-cost-report-data-fy1995,"A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries",,,"",Hospital,293,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/02_HospitalCostReport.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Hospital Medicare Cost Report Data - FY1995,f1f955e3-0ba7-4486-9668-93eec8cc80cd,http://www.cms.hhs.gov/CostReports/downloads/HOSPITALFY1995.zip,CSV,"","","","",1995-01-01,1995-12-31,"{""Coverage Period Start"": ""1995"", ""Coverage Period End"": ""1995"", ""datadotgovid1"": ""790"", ""datadotgovid2"": ""m2t7-mty2"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Hospital Medicare Cost Report Data,"",""
License Not Specified,,false,,0a0ff684-a362-43ee-abf2-e18a261aa7f0,2012-10-24T13:56:29.749238,"",License Not Specified,2012-10-24T13:56:29.749238,Department of Health & Human Services,,active,,notspecified,dataset,"",0,0,af7749f7-beeb-453f-97e7-c958adeb40dc,,medical-expenditure-panel-survey-meps,false,"<p>Summary Data Tables 
   Data collected through MEPS are used to generate tables with frequently used summary statistics. These tables are available here for both the Household Component and the Insurance Component.
</p>
<p>Household Component Summary Tables
</p>
<p>The Household Component summary tables provide frequently used summary estimates at the national level on household medical utilization and expenditures: demographic characteristics, health conditions, health status, use of medical care services, charges and payments, access to care, satisfaction with care, health insurance coverage, income, and employment. Some of these tables can be customized online. State-level estimates of household medical utilization and expenditures are also provided for selected states. 
   Insurance Component Summary Tables 
</p>
<p>The Insurance Component summary tables provide estimates at the national, state, and metro area levels on employer-based health insurance: number and types of insurance plans, premiums, benefits, contributions by employers and employees, and employer characteristics. 
   Please note, in preparation for improvements in the data collection process, 2007 data for the Insurance Component was not collected. 
</p>
<p>MEPS employer-based health insurance tables are produced in the year following data collection. Private-sector tables are posted in July; government and civilian tables are posted in November.
   National-level tables: Private sector estimates by firm size, industry group, census regions and other characteristics; public sector data by state and local government types, government size, and census division; civilian estimates that incorporate both the private and state and local government sectors; national totals for enrollees and cost of health insurance coverage for both the private and public sectors. 
   State and metro area tables: State-level estimates for the private sector by firm size, industry groupings, ownership type, age of firm, employee characteristics, and average wage quartiles. Metropolitan area private sector estimates of premiums, employee contributions, enrollments, and take-up rates by firm size.
</p>",http://meps.ahrq.gov/mepsweb/data_stats/quick_tables.jsp,http://hub.healthdata.gov/dataset/medical-expenditure-panel-survey-meps,"Summary Data Tables 
Data collected through MEPS are used to generate tables with frequently used summary statistics. These tables are available here for both the Household Component and the Insurance Component.

Household Component Summary Tables

The Household Component summary tables provide frequently used summary estimates at the national level on household medical utilization and expenditures: demographic characteristics, health conditions, health status, use of medical care services, charges and payments, access to care, satisfaction with care, health insurance coverage, income, and employment. Some of these tables can be customized online. State-level estimates of household medical utilization and expenditures are also provided for selected states. 
Insurance Component Summary Tables 

The Insurance Component summary tables provide estimates at the national, state, and metro area levels on employer-based health insurance: number and types of insurance plans, premiums, benefits, contributions by employers and employees, and employer characteristics. 
Please note, in preparation for improvements in the data collection process, 2007 data for the Insurance Component was not collected. 

MEPS employer-based health insurance tables are produced in the year following data collection. Private-sector tables are posted in July; government and civilian tables are posted in November.
National-level tables: Private sector estimates by firm size, industry group, census regions and other characteristics; public sector data by state and local government types, government size, and census division; civilian estimates that incorporate both the private and state and local government sectors; national totals for enrollees and cost of health insurance coverage for both the private and public sectors. 
State and metro area tables: State-level estimates for the private sector by firm size, industry groupings, ownership type, age of firm, employee characteristics, and average wage quartiles. Metropolitan area private sector estimates of premiums, employee contributions, enrollments, and take-up rates by firm size.
",,,http://meps.ahrq.gov/mepsweb/data_stats/quick_tables.jsp,National,23789,Department of Health & Human Services,"",Sub-National Region,"",http://meps.ahrq.gov/mepsweb/data_stats/quick_tables.jsp,http://meps.ahrq.gov/mepsweb/,2001-09-18 00:00:00,http://healthdata.gov/id/agency/hhs,Health Care Cost,0,Medical Expenditure Panel Survey (MEPS) Summary Data Tables,ae5299b9-4357-47e9-89da-ff833d04f779,http://meps.ahrq.gov/mepsweb/data_stats/quick_tables.jsp,,"","","","",1996-01-01 00:00:00,2012-12-31 00:00:00,"",National,Annually,"","",0,"","","",http://meps.ahrq.gov/mepsweb/survey_comp/survey_questionnaires.jsp
License Not Specified,,false,,0a6a0851-0b54-4155-8952-32f85a29b0f5,2012-05-30T22:15:27.593240,"",License Not Specified,2012-05-30T22:15:27.593240,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"claims, end-of-life, hospice, medicare",0,0,"",,2008-basic-stand-alone-hospice,false,"<p>This is a Public Use File from Hospice claims drawn from the 2008 Beneficiary Summary File of Medicare beneficiaries enrolled during the calendar year 2008, and their associated Medicare claims.  The most important aspects of this file are as follow: 1.  5% simple random sample drawn without replacement from 100% 2008 Beneficiary Summary File. 2.  This sample is disjoint from the existing 5% CMS Research Sample and the other 2008 PUFs. 3.  Sample contained 2,392,893 unique beneficiaries of which 53,071 had at least one hospice claim.
</p>",http://www.cms.gov/BSAPUFS/,http://hub.healthdata.gov/dataset/2008-basic-stand-alone-hospice,"This is a Public Use File from Hospice claims drawn from the 2008 Beneficiary Summary File of Medicare beneficiaries enrolled during the calendar year 2008, and their associated Medicare claims.  The most important aspects of this file are as follow: 1.  5% simple random sample drawn without replacement from 100% 2008 Beneficiary Summary File. 2.  This sample is disjoint from the existing 5% CMS Research Sample and the other 2008 PUFs. 3.  Sample contained 2,392,893 unique beneficiaries of which 53,071 had at least one hospice claim.",,,http://www.cms.gov/bsapufs/downloads/2008_BSA_Hospice_Bene_PUF_DataDic_CB.pdf,Medicare beneficiary with at least one hospice claim,683,Department of Health & Human Services,"","","",http://www.cms.gov/bsapufs/downloads/2008_BSA_Hospice_Bene_PUF_GenDoc.pdf,http://www.cms.gov/home/rsds.asp,2011-05-24,http://healthdata.gov/id/agency/cms,Medicare,0,2008 Basic Stand Alone Hospice Beneficiary PUF,204c0bd3-7c98-4bdf-b19b-b54e3accf2d0,http://www.cms.gov/bsapufs/downloads/2008_BSA_Hospice_Beneficiary_PUF.zip,CSV,"","","","",2008-01-01,2008-12-31,"{""datadotgovid1"": ""4856"", ""Coverage Period Start"": ""2008"", ""datadotgovid2"": ""2vi2-79su"", ""Frequency"": ""each claim for hospice services"", ""Coverage Period End"": ""2008""}","","",2011-05-24,"","","","","",""
License Not Specified,,false,,0d2e8bee-77f8-4550-a992-2be082512a11,2012-05-30T22:14:32.162421,"",License Not Specified,2012-05-30T22:14:32.162421,Health Resources and Services Administration,,active,,notspecified,dataset,"census tract number, community health, comprehensive health center, county subdivision name, elderly, federally qualified health center, find shortage area, health professional shortage area, hpsa, medically underserved area, medically underserved area population, medically underserved population, medicare physician bonus payment, mental health hpsa, mua, mua p, poverty, primary care hpsa",0,0,"",,find-shortage-areas-hpsas-eligible,false,"<p>The HPSAs Eligible for the Medicare Physician Bonus Payment advisor tools allows the user (physician) to determine whether the entered location (full address) is eligible for bonus payments. Medicare makes bonus payments to physicians who provide medical care services in geographic areas that are HRSA-designated as primary medical care Health Professional Shortage Areas (HPSAs) and to psychiatrists who provide services in HRSA-designated mental health HPSAs. The returned search results provide indications of whether the address is in a Primary Care HPSA or Mental Health HPSA; state name; county name; county subdivision name; Census Tract Number, zip code; and a map identifying the entered address. The interface makes available three other locator tools (HPSA by State and County; HPSA and MUA/P by Address; and MUA/P by State and County).
</p>",http://datawarehouse.hrsa.gov/geoHPSAAdvisor/GeographicHPSAAdvisor.aspx,http://hub.healthdata.gov/dataset/find-shortage-areas-hpsas-eligible,"The HPSAs Eligible for the Medicare Physician Bonus Payment advisor tools allows the user (physician) to determine whether the entered location (full address) is eligible for bonus payments. Medicare makes bonus payments to physicians who provide medical care services in geographic areas that are HRSA-designated as primary medical care Health Professional Shortage Areas (HPSAs) and to psychiatrists who provide services in HRSA-designated mental health HPSAs. The returned search results provide indications of whether the address is in a Primary Care HPSA or Mental Health HPSA; state name; county name; county subdivision name; Census Tract Number, zip code; and a map identifying the entered address. The interface makes available three other locator tools (HPSA by State and County; HPSA and MUA/P by Address; and MUA/P by State and County).",,,"",Street Address,615,Department of Health & Human Services,"",Street Address,"",http://www.cms.gov/mlnmattersarticles/downloads/MM6106.pdf,http://datawarehouse.hrsa.gov/geoHPSAAdvisor/GeographicHPSAAdvisor.aspx,2009-07-01,http://healthdata.gov/id/agency/hrsa,Health Care Providers,0,Find Shortage Areas: HPSAs Eligible for the Medicare Physician Bonus Payment,3ec4fbec-18ab-4c9e-be56-c3f91ffc316e,http://datawarehouse.hrsa.gov/geoHPSAAdvisor/GeographicHPSAAdvisor.aspx,Query Tool,"","","","",2010-01-01,"","{""Coverage Period Start"": ""2010"", ""Data Collection Instrument"": ""Administrative business system"", ""Coverage Period End"": ""present"", ""datadotgovid1"": ""4727"", ""datadotgovid2"": ""ms23-dv37"", ""Date Updated"": ""Daily""}","United States, U.S. Territories and Possessions",Daily,"","","","","","",""
